Drug_Name,Reason,Description,Company_Name,NSE_Symbol,Rating
Alpenam O 200mg Tablet 6'S,Infection,treats tonsilities,Abbott India Ltd.,ABBOTINDIA,ABB
ALPHAMOX 500mg Capsule 10'sALPHAMOX 250mg Tablet 10'sALPHAMOX Syrup 60ml,Infection,infection  of the chest in adults with chronic bronchitis,Alkem Laboratories Ltd.,ALKEM,AL
ALPHAMOX KID 125mg Tablet 10's,Infection,infection during surgery,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Alpoxime 200mg Tablet 10'S,Infection,urinary tract and kidneys,Ipca Laboratories Ltd.,IPCALAB,I
Alpoxime CV 200/125mg Tablet 10'S,Infection,transmitted infections (gonorrhoea and syphilis),Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Alpoxime DT 100mg Tablet 10'S,Infection,infection  of the chest in adults with chronic bronchitis,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Alproxen 200mg Infusion 100mlAlproxen 200mg Tablet 10'S,Infection,infection during surgery,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Alproxen O Tablet 10'S,Infection,urinary tract and kidneys,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Alpruli 600mg Tablet 5'S,Infection," used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",Dr. Reddys Laboratories Ltd.,DRREDDY,R
Alps 200mg Tablet 10'S,Infection,used to treat meningitis carriers,Divis Laboratories Ltd.,DIVISLAB,D
Altacef 750mg InjectionAltacef 125mg Tablet 10'SAltacef 1.5gm InjectionAltacef 250mg Tablet 10'SAltacef 250mg InjectionAltacef 125mg Suspension 30mlAltacef CV 500mg Tablet 6'SAltacef 500mg Tablet 10'S,Infection,treats chest pain,Cipla Ltd.,CIPLA,C
Altacef CV 250mg Tablet 6'S,Infection,treats tonsilities,Biocon Ltd.,BIOCON,B
Altamet 250mg Tablet 4'SAltamet 500mg Tablet 4'SAltamet 250mg Tablet 10'S,Infection,used for skin and skin structure,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Althrocin 500mg Tablet 10'SAlthrocin Oral Drops 10mlAlthrocin Kid 125mg Tablet 10'SAlthrocin 100mg Tablet 10'SAlthrocin 250mg Tablet 10'SAlthrocin Liquid 60mlAlthrocin 250mg Syrup 30ml,Infection,infection  of the chest in adults with chronic bronchitis,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Althrocin Forte 250mg Syrup 60ml,Infection,infection during surgery,Lupin Ltd.,LUPIN,L
Altipod 200mg Tablet 10'SAltipod 50mg Suspension 30mlAltipod CV 100mg Tablet 10'SAltipod DT 100mg Tablet 10'S,Infection,urinary tract and kidneys,Cadila Healthcare Ltd.,CADILAHC,CA
Altipod CV 200mg Tablet 10'S,Infection,transmitted infections (gonorrhoea and syphilis),Abbott India Ltd.,ABBOTINDIA,ABB
Altoran 200mg Tablet 6'S,Infection,infection  of the chest in adults with chronic bronchitis,Alkem Laboratories Ltd.,ALKEM,AL
Alvela 200mg Suspension 10ml,Infection,infection during surgery,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Alzolid 600mg Tablet 4'SAlzolid Infusion 300ml,Infection,urinary tract and kidneys,Ipca Laboratories Ltd.,IPCALAB,I
AMCIN 100mg Injection 2ml,Infection," used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Amclaid 375mg Tablet 6'SAmclaid 625mg Tablet 10'SAmclaid 625mg Tablet 6'S,Infection,used to treat meningitis carriers,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Amclo 250/250mg Capsule 10'SAmclo Capsule 10'S,Infection,treats chest pain,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Amclox Capsule 10'S,Infection,treats tonsilities,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Amee 100mg Injection 2mlAmee 500mg Injection 2mlAmee 250mg Injection 2mlAmee 100mg Injection 10mlAmee 500mg Injection 10ml,Infection,infection  of the chest in adults with chronic bronchitis,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Amfy Gel(Topical) 15gmAmfy Gel(Topical) 30gm,Infection,infection during surgery,Divis Laboratories Ltd.,DIVISLAB,D
Amibiotic 100mg Injection 2mlAmibiotic 500mg Injection 2mlAmibiotic 250mg Infusion 2ml,Infection,urinary tract and kidneys,Cipla Ltd.,CIPLA,C
AMICAP 500mg Injection 2mlAMICAP 100mg Injection 2mlAMICAP 250mg Injection 2ml,Infection,transmitted infections (gonorrhoea and syphilis),Biocon Ltd.,BIOCON,B
Amicid 100mg Injection 2ml,Infection,infection  of the chest in adults with chronic bronchitis,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Amicin 500mg Injection 2mlAmicin 250mg Injection 2mlAmicin 100mg Injection 2ml,Infection,infection during surgery,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Amicip 250mg Injection 2mlAmicip 500mg Injection 2mlAmicip 100mg Injection 2ml,Infection,urinary tract and kidneys,Lupin Ltd.,LUPIN,L
Amiject 250mg Injection 2mlAmiject 100mg Injection 2mlAmiject 500mg Injection 2ml,Infection," used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",Cadila Healthcare Ltd.,CADILAHC,CA
Amikacin 100mg Injection 2ml,Infection,used to treat meningitis carriers,Abbott India Ltd.,ABBOTINDIA,ABB
Amikacin (Zydus Cadila) 500mg Injection 2ml,Infection,treats chest pain,Alkem Laboratories Ltd.,ALKEM,AL
Amikafine 500mg Injection 1'S,Infection,treats tonsilities,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Amikamac 100mg InjectionAmikamac 250mg InjectionAmikamac 500mg Injection,Infection,used for skin and skin structure,Ipca Laboratories Ltd.,IPCALAB,I
Amikamed 250mg Injection 2mlAmikamed 100mg Injection 1'SAmikamed 500mg Injection 2ml,Infection,infection  of the chest in adults with chronic bronchitis,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Amikanex 250mg Injection 2mlAmikanex 500mg Injection 2mlAmikanex 100mg Injection 2ml,Infection,infection during surgery,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Amikatas 500Mg Injection 2ml,Infection,urinary tract and kidneys,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Amikatil 100mg Injection 2mlAmikatil 250mg Injection 2ml,Infection,transmitted infections (gonorrhoea and syphilis),Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Amikef 100mg Injection 2mlAmikef 500mg Injection 2mlAmikef 250mg Injection 2ml,Infection,infection  of the chest in adults with chronic bronchitis,Dr. Reddys Laboratories Ltd.,DRREDDY,R
AMILOX Tablet 10's,Infection,infection during surgery,Divis Laboratories Ltd.,DIVISLAB,D
Aminat 250mg Injection 2mlAminat 500mg Injection 2mlAminat 100mg Injection 2ml,Infection,urinary tract and kidneys,Cipla Ltd.,CIPLA,C
AMINE 500mg Injection 2mlAMINE 250mg Injection 1'sAMINE 100mg Injection 1's,Infection," used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",Biocon Ltd.,BIOCON,B
Amisac 100mg Injection 10ml,Infection,used to treat meningitis carriers,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Amisafe 100mg Injection 2mlAmisafe 500mg Injection 2ml,Infection,treats chest pain,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Amistar 500mg Injection 2mlAMISTAR 250mg Injection 1'sAmistar 100mg Injection 2ml,Infection,treats tonsilities,Lupin Ltd.,LUPIN,L
Amitax 500mg Injection 2mlAmitax 50mg Injection 2mlAmitax 100mg Injection 2mlAmitax 250mg Injection 2ml,Infection,infection  of the chest in adults with chronic bronchitis,Cadila Healthcare Ltd.,CADILAHC,CA
Amitax Mdv 500mg Injection 10ml,Infection,infection during surgery,Abbott India Ltd.,ABBOTINDIA,ABB
Amitrust 500mg Injection 1'SAmitrust 250mg Injection 1'SAmitrust 100mg Injection 1'S,Infection,urinary tract and kidneys,Alkem Laboratories Ltd.,ALKEM,AL
AMIX 100mg Injection 2mlAMIX 250mg Injection 2mlAMIX 500mg Injection 2ml,Infection,transmitted infections (gonorrhoea and syphilis),Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
AMIZEC 100mg Injection 1'sAMIZEC 250mg Injection 1'sAMIZEC 500mg Injection 2ml,Infection,infection  of the chest in adults with chronic bronchitis,Ipca Laboratories Ltd.,IPCALAB,I
Amoflox Eye Drops 5mlAMOFLOX 200mg Tablet 10's,Infection,infection during surgery,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Amoflox D Eye Drops 5ml,Infection,urinary tract and kidneys,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Amoflox OZ Tablet 10'S,Infection," used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
AMOLAC Capsule 10's,Infection,used to treat meningitis carriers,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Amonic 375Mg Tablet 6'sAmonic 1.2Gm Injection 1'sAmonic 625Mg Tablet 6's,Infection,treats chest pain,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Amoxil 500mg Injection 2mlAmoxil 125mg Dry Syrup 100mlAmoxil 250mg Tablet 10'SAmoxil 500mg Capsule 6'SAmoxil 250mg Syrup 60mlAmoxil 125mg Dry Syrup 30mlAmoxil 250mg Capsule 6'SAmoxil 125mg Tablet 10'S,Infection,treats tonsilities,Divis Laboratories Ltd.,DIVISLAB,D
Amoxy 500mg Capsule 10'SAmoxy 250mg Capsule 10'S,Infection,used for skin and skin structure,Cipla Ltd.,CIPLA,C
Amoxycillin (Torque) 500Mg Capsule 10'sAmoxycillin (Torque) 250Mg Capsule 10's,Infection,infection  of the chest in adults with chronic bronchitis,Biocon Ltd.,BIOCON,B
Amoxycip 125mg Rediuse 60mlAmoxycip 250mg Rediuse 60mlAmoxycip 125mg Rediuse 30ml,Infection,infection during surgery,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Amoxyclav 375mg Tablet 10'SAmoxyclav 625mg Tablet 6'SAmoxyclav 1000mg Tablet 10'SAmoxyclav 200/28.5mg Dry Syrup 30mlAmoxyclav 1000/200mg Injection 1'SAmoxyclav 625mg Tablet 10'S,Infection,urinary tract and kidneys,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Amoxyclav DS 200/28.5mg Oral Suspension 30ml,Infection,transmitted infections (gonorrhoea and syphilis),Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Amoxyclav Safe Dry Syrup 30ml,Infection,infection  of the chest in adults with chronic bronchitis,Dr. Reddys Laboratories Ltd.,DRREDDY,R
AMOXYGULL 500mg Capsule 10'sAMOXYGULL 125mg Dry Syrup 30ml,Infection,infection during surgery,Divis Laboratories Ltd.,DIVISLAB,D
AMOXYGULL DT 250mg Tablet 10's,Infection,urinary tract and kidneys,Cipla Ltd.,CIPLA,C
Ampicillin 500mg Injection 1'S,Infection," used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",Biocon Ltd.,BIOCON,B
Ampicillin DT 250mg Tablet 10'S,Infection,used to treat meningitis carriers,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Ampicillin(Zydus Cadila) 500mg Injection 1'S,Infection,treats chest pain,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Ampiclox 250/250mg Tablet 10'S,Infection,treats tonsilities,Lupin Ltd.,LUPIN,L
Ampikem 250mg Capsule 100'S,Infection,infection  of the chest in adults with chronic bronchitis,Cadila Healthcare Ltd.,CADILAHC,CA
Ampikem C Capsule 10'S,Infection,infection during surgery,Abbott India Ltd.,ABBOTINDIA,ABB
Ampilac Injection 1'S,Infection,urinary tract and kidneys,Alkem Laboratories Ltd.,ALKEM,AL
Ampilin 500mg Injection 1'SAmpilin 1000mg Injection 1'SAmpilin 250mg Tablet 10'SAmpilin 250mg Injection 1'SAmpilin 250mg Capsule 15'SAmpilin 500mg Capsule 10'S,Infection,transmitted infections (gonorrhoea and syphilis),Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Ampilong 250/250mg Tablet 10'SAmpilong 500/500mg Tablet 10'S,Infection,infection  of the chest in adults with chronic bronchitis,Ipca Laboratories Ltd.,IPCALAB,I
Ampilox C 75mg InjectionAmpilox DS Tablet 10'SAmpilox 1.2Gm Injection 1'SAmpilox LB Capsule 10'SAmpilox CV Kid Tablet 10'SAmpilox 500mg Capsule 10'SAmpilox Syrup 60mlAmpilox Drops 10mlAmpilox Kid Tablet 10'SAmpilox C 250mg Injection,Infection,infection during surgery,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Ampilox C Dry Syrup 30mlAmpilox C Drops 10mlAmpilox C 500mg InjectionAmpilox C Dry Syrup 60ml,Infection,urinary tract and kidneys,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Ampilox CV Dry Syrup 30mlAmpilox CV 625mg Tablet 10'SAmpilox CV 375mg Tablet 10'S,Infection," used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Ampisyn 250mg Tablet 10'SAMPISYN 125mg Syrup 60mlAmpisyn 500mg Capsule 10'SAmpisyn 500mg Injection 1'SAmpisyn 250mg Capsule 10'S,Infection,used to treat meningitis carriers,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Ampitrust 1.5Gm Injection 1'sAmpitrust 3Gm Injection 1's,Infection,treats chest pain,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Ampitum 1000/500mg Injection 5ml,Infection,treats tonsilities,Divis Laboratories Ltd.,DIVISLAB,D
Ampiwok 500mg Injection 1'SAmpiwok 500mg Capsule 10'S,Infection,used for skin and skin structure,Cipla Ltd.,CIPLA,C
Amplus 250mg Capsule 10'S,Infection,infection  of the chest in adults with chronic bronchitis,Biocon Ltd.,BIOCON,B
Ampoxid 250/250mg Capsule 10'S,Infection,infection during surgery,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Ampoxin 250mg InjectionAmpoxin LB 500mg Capsule 10'SAmpoxin Kid 125mg Tablet 10'SAmpoxin 50/25mg Injection 1'SAmpoxin 1gm InjectionAmpoxin 500mg Capsule 15'SAmpoxin 250mg Capsule 15'SAmpoxin Dry Syrup 30mlAmpoxin 500mg Injection,Infection,urinary tract and kidneys,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Ampoxin CV 200/28.5mg Suspension 30mlAmpoxin CV 375mg Tablet 10'SAmpoxin CV 625mg Tablet 10'S,Infection,transmitted infections (gonorrhoea and syphilis),Lupin Ltd.,LUPIN,L
Ampoxin CV Forte Dry Syrup 30ml,Infection,infection  of the chest in adults with chronic bronchitis,Cadila Healthcare Ltd.,CADILAHC,CA
Ampoxin LB Capsule 10'S,Infection,infection during surgery,Abbott India Ltd.,ABBOTINDIA,ABB
Ampoxin Neonate Injection 1'S,Infection,urinary tract and kidneys,Alkem Laboratories Ltd.,ALKEM,AL
Ampurin 250mg Capsule 10'SAmpurin 500mg Injection 1'SAmpurin 500mg Capsule 10'S,Infection," used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Ampurin C 500mg Injection 1'S,Infection,used to treat meningitis carriers,Ipca Laboratories Ltd.,IPCALAB,I
Amurol 125mg Suspension 60mlAmurol 125mg Dry Syrup 30mlAmurol 250mg Capsule 10'S,Infection,treats chest pain,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Amurol DT 250mg Tablet 10'S,Infection,treats tonsilities,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Amurol NX 250mg Tablet 10'SAmurol NX 125mg Suspension 60mlAmurol NX 250mg Capsule 10'SAmurol NX 125mg Syrup 30mlAmurol NX 500mg Capsule 10'S,Infection,infection  of the chest in adults with chronic bronchitis,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Amurol NX DT 250mg Tablet 10'SAmurol NX DT 125mg Tablet 10'S,Infection,infection during surgery,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Amurol Plus 500mg Capsule 10'S,Infection,urinary tract and kidneys,Dr. Reddys Laboratories Ltd.,DRREDDY,R
AMX Dry Syrup 30mlAMX 250mg Capsule 10'SAMX 500mg Capsule 10'S,Infection,transmitted infections (gonorrhoea and syphilis),Divis Laboratories Ltd.,DIVISLAB,D
AMX DT 125mg Tablet 10'SAMX DT 250mg Tablet 10'S,Infection,infection  of the chest in adults with chronic bronchitis,Cipla Ltd.,CIPLA,C
Anbid 500Mg Tablet 10'sAnbid 250Mg Tablet 10's,Infection,infection during surgery,Biocon Ltd.,BIOCON,B
Andrecin 1% Ointment 3.5gmAndrecin 0.50% Eye Drops 5ml,Infection,urinary tract and kidneys,Aurobindo Pharma Ltd.,AUROPHARMA,AU
Andremide 20% Eye Drop 10mlAndremide 10% Eye Drops 10ml,Infection," used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Androxil 250mg Tablet 10,Infection,used to treat meningitis carriers,Lupin Ltd.,LUPIN,L
Anfix 200Mg Tablet 10's,Infection,treats chest pain,Cadila Healthcare Ltd.,CADILAHC,CA
Anglocip 500mg Tablet 10'S,Infection,treats tonsilities,Abbott India Ltd.,ABBOTINDIA,ABB
Anglonor Tz Tablet 10's,Infection,used for skin and skin structure,Alkem Laboratories Ltd.,ALKEM,AL
Anoflox O Tablet 10'SAnoflox 400Mg Tablet 10's,Infection,infection  of the chest in adults with chronic bronchitis,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Ansquare 500/125Mg Tablet 6's,Infection,infection during surgery,Ipca Laboratories Ltd.,IPCALAB,I
Anticlav Dry Syrup 30mlAnticlav 375mg Tablet 6'SAnticlav 625mg Tablet 6'S,Infection,urinary tract and kidneys,Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Antimox 250mg Tablet 10'S,Infection,transmitted infections (gonorrhoea and syphilis),Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Antrima Tablet 10'S,Infection,infection  of the chest in adults with chronic bronchitis,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Antrima DS Tablet 10'S,Infection,infection during surgery,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
Aof 200Mg Tablet 10's,Infection,urinary tract and kidneys,Dr. Reddys Laboratories Ltd.,DRREDDY,R
Aof Estra 400Mg Tablet 10's,Infection," used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",Divis Laboratories Ltd.,DIVISLAB,D
Apcil 375mg Tablet 6'SApcil 625mg Tablet 6'S,Infection,used to treat meningitis carriers,Cipla Ltd.,CIPLA,C
Apdrops Eye Ointment 5gm,Infection,treats chest pain,Biocon Ltd.,BIOCON,B
Aphexine 200Mg Tablet 10's,Infection,treats tonsilities,Aurobindo Pharma Ltd.,AUROPHARMA,AU
APRIFLOX OZ Tablet 10's,Infection,infection  of the chest in adults with chronic bronchitis,Torrent Pharmaceuticals Ltd.,TORNTPHARM,T
Aquapred 1% Eye Drops 5ml,Infection,infection during surgery,Lupin Ltd.,LUPIN,L
Arest Eye Drops 5ml,Infection,urinary tract and kidneys,Cadila Healthcare Ltd.,CADILAHC,CA
Argex 500mg Capsule 3'S,Infection,transmitted infections (gonorrhoea and syphilis),Abbott India Ltd.,ABBOTINDIA,ABB
Aricef O 50mg Syrup 30mlAricef O 200mg Tablet 10'S,Infection,infection  of the chest in adults with chronic bronchitis,Alkem Laboratories Ltd.,ALKEM,AL
Aricef O Plus Tablet 10'S,Infection,infection during surgery,Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,G
Aristocillin 100mg Drops 10mlAristocillin 500mg InjectionAristocillin 100mg Injection 1'SAristocillin 250mg InjectionAristocillin 125mg Tablet 10'SAristocillin 500mg Capsule 15'SAristocillin 125mg Dry Syrup 30mlAristocillin 250mg Syrup 30mlAristocillin 250mg Capsule 15'S,Infection,urinary tract and kidneys,Ipca Laboratories Ltd.,IPCALAB,I
Aristogyl 200mg Tablet 10'SAristogyl 400mg Tablet 10'SAristogyl Suspension 60ml,Infection," used to treat a variety of infections, including bacterial infections that affect the eyes, ears, nose, throat and respiratory system (chest infections), skin infections (acne),",Alembic Pharmaceuticals Ltd.,ALEMBIC,ALEM
Aristomox 250mg Capsule 15'SAristomox 500mg Capsule 15'S,Infection,used to treat meningitis carriers,Glenmark Pharmaceuticals Ltd.,GLENMARK,GL
Arnocin 100mg Tablet 10'S,Infection,treats chest pain,JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,JB
Aromac 250Mg Tablet 4'sAromac 500Mg Tablet 4's,Infection,treats tonsilities,Sun Pharmaceutical Industries Ltd.,SUNPHARMA,S
AROMOX CV 625mg Tablet 6's,Infection,used for skin and skin structure,Dr. Reddys Laboratories Ltd.,DRREDDY,R
